0	83.293334961	
1	84.516494751	
2	87.263854980	
3	88.623893738	
4	93.659843445	
5	99.753067017	
6	103.390335083	
7	104.637565613	
8	109.319068909	
9	114.735794067	
10	122.014350891	
11	132.071563721	
12	149.323501587	
13	187.092193604	
14	200.058013916	
15	198.949081421	
16	202.282424927	
17	202.977416992	
18	207.546005249	
19	210.889373779	
20	212.801895142	
21	214.780700684	
22	217.301910400	
23	220.150054932	
24	222.645156860	
25	225.056106567	
26	227.835556030	
27	229.799301147	
28	231.806716919	
29	233.769821167	
30	236.032028198	
31	238.540435791	
32	240.802352905	
33	242.751922607	
34	245.503860474	
35	247.518707275	
36	249.875335693	
37	250.940460205	
38	252.675552368	
39	255.325256348	
40	257.264801025	
41	258.301544189	
42	259.205047607	
43	260.084350586	
44	260.361572266	
45	261.157653809	
46	261.974334717	
47	261.938446045	
48	261.095428467	
49	259.360351562	
50	259.067138672	
51	259.277893066	
52	256.715057373	
53	255.729629517	
54	254.403137207	
55	253.092422485	
56	252.110656738	
57	251.193328857	
58	250.276016235	
59	249.027038574	
60	249.893463135	
61	249.839294434	
62	249.054733276	
63	248.167022705	
64	246.942550659	
65	245.918136597	
66	244.814926147	
67	243.860229492	
68	244.417083740	
69	244.600006104	
70	244.600006104	
71	243.870986938	
72	242.966415405	
73	241.336776733	
74	239.597946167	
75	238.579650879	
76	239.659255981	
77	240.000000000	
78	240.000000000	
79	239.439392090	
80	239.131607056	
81	237.866714478	
82	236.607666016	
83	235.857559204	
84	235.994644165	
85	234.754379272	
86	234.356246948	
87	233.729476929	
88	232.188064575	
89	232.094192505	
90	230.500137329	
91	226.103195190	
92	214.109268188	
93	178.098358154	
94	66.180473328	
95	69.817039490	
96	81.466079712	
97	78.104087830	
98	71.001022339	
99	59.093849182	
100	53.813564301	
101	52.458709717	
102	51.543563843	
103	50.687427521	
104	50.576843262	
105	49.568069458	
106	47.951499939	
107	46.895702362	
108	45.436565399	
109	44.884151459	
110	44.981521606	
111	44.982299805	
112	45.029941559	
113	44.717807770	
114	43.835556030	
